lemma,gen,phon,freq_lex_books,freq_lex_subtitles,freq_frcow,last_process_broad,last_process_narrow,prefix,compound,conversion,suffix,suffix_broad,sfx_base,sfx_base_pos,autonomous_base,base_stem_phon,sfx_allomorph,der_stem_phon,edit_distance,pattern,pattern_tf,pattern_rel_tf,base_der_sim,offset_sim
ajout,m,a.ʒu,0.47,0.94,92688,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alacrité,f,a.la.kʁi.te,0.61,0.01,479,suffix,suffix,0,0,0,ité,ité,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alambic,m,a.lɑ̃.bik,1.22,0.7,2882,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
albâtre,m,al.batʁ,3.11,0.57,2620,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
album,m,al.bɔm,18.38,11.29,396226,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alcade,m,al.kad,0.2,0.3,265,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alcazar,m,al.ka.zaʁ,1.69,0.53,2010,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alcool,m,al.kɔl,42.84,41.3,193296,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alcôve,f,al.kov,4.59,0.84,4217,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alène,f,a.lɛn,0.34,0.24,254,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alentour,m,a.lɑ̃.tuʁ,9.12,4.77,73461,polylexical,agglomerate,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aleph,m,a.lɛf,0.41,0.05,2042,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alevin,m,a.lə.vɛ̃,0.68,0.02,3773,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alfa,m,al.fa,1.01,0.1,12420,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
algèbre,f,al.ʒɛbʁ,2.03,1.37,15877,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alhambra,f,a.lɑ̃.bʁa,1.76,0,2922,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alibi,m,a.li.bi,6.82,11.13,12820,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alignement,m,a.li.ɲə.mɑ̃,5.14,1.68,42821,suffix,suffix,a,0,0,ment,ment,aligner,V,TRUE,aliɲ,əmɑ̃,aliɲ,0,_~_əmɑ̃,114,0.678571428571429,0.384468615055084,0.809047020378153
aliment,m,a.li.mɑ̃,6.62,4.67,196834,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
allaitement,m,a.lɛ.tə.mɑ̃,0.14,0.29,29583,suffix,suffix,a,0,0,ment,ment,allaiter,V,TRUE,alEt,əmɑ̃,alɛt,0,_E_~_ɛ_əmɑ̃,9,0.053571428571429,0.624059796333313,0.601631182068167
aller,m,a.le,8.78,17.78,33095,conversion,conversion-VINF,0,0,VINF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
allume-cigare,m,a.lym.si.gaʁ,0.14,0.19,1365,polylexical,native_compound,0,VERB-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
allume-feu,m,a.lym.fø,0.27,0.04,286,polylexical,native_compound,0,VERB-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
allume-gaz,m,a.ly.mə.gaz,0.14,0.2,75,polylexical,native_compound,0,VERB-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
allumette,f,a.ly.mɛt,20.88,15.65,11693,suffix,suffix,0,0,0,ette,et,allumer,V,TRUE,alym,ɛt,alym,0,_~_ɛt,46,0.836363636363636,0.390571773052216,0.480025664681145
allusion,f,a.ly.zjɔ̃,31.15,4.72,69078,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alma,f,al.ma,0.14,0.86,607,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
almanach,m,al.ma.nak,1.89,1,6234,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alpinisme,m,al.pi.nizm,0.61,0.67,6361,suffix,suffix,0,0,0,isme,isme,Alpes,NP,TRUE,UNKNOWN,izm,alpin,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
alsacien,m,al.za.sjɛ̃,3.24,0.01,8033,suffix,suffix,0,0,A,ien,ien,Alsace,NP,TRUE,UNKNOWN,jɛ̃,alzas,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
alternance,f,al.tɛʁ.nɑ̃s,3.78,0.2,103405,suffix,suffix,0,0,0,ance,ance,alterner,V,TRUE,altɛʁn,ɑ̃s,altɛʁn,0,_~_ɑ̃s,19,0.95,0.444489300251007,0.518747903551618
altesse,f,al.tɛs,4.05,12.93,5510,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
altimètre,m,al.ti.mɛtʁ,0.14,0.75,2560,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alu,m,a.ly,0.95,1.06,30369,nonconcat,apocope,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amadou,m,a.ma.du,1.76,0.01,5633,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amandier,m,a.mɑ̃.dje,2.23,0.4,3672,suffix,suffix,0,0,0,ier,ier,amande,N,TRUE,amɑ̃d,je,amɑ̃d,0,_~_je,49,0.6125,0.370900183916092,0.4465134284224
amanite,f,a.ma.nit,0.27,0.1,1470,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amarrage,m,a.ma.ʁaʒ,0.61,0.46,4233,suffix,suffix,0,0,0,age,age,amarrer,V,TRUE,amaʁ,aʒ,amaʁ,0,_~_aʒ,74,0.850574712643678,0.645538091659546,0.660097840283647
amarre,f,a.maʁ,4.66,1.66,4031,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amaryllis,f,a.ma.ʁi.lis,1.22,0.03,1250,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amateur,m,a.ma.tœʁ,16.15,11.66,226163,suffix,suffix,0,0,A,eurM,eurM2,aimer,V,TRUE,Em,atœʁ,am,1,E_~a_atœʁ,1,0.005681818181818,0.243457123637199,0.541699530550336
ambassade,f,ɑ̃.ba.sad,15.34,9.49,58316,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambiance,f,ɑ̃.bjɑ̃s,11.55,12.37,270722,suffix,suffix,0,0,0,ance,ance,ambiant,A,TRUE,ɑ̃bj,ɑ̃s,ɑ̃bj,0,_~_ɑ̃s,19,0.95,0.34240049123764,0.286098841525397
amble,m,ɑ̃bl,0.47,0.3,364,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambre,m,ɑ̃bʁ,4.39,0.93,14195,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambulance,f,ɑ̃.by.lɑ̃s,11.69,27.55,21625,suffix,suffix,0,0,0,ance,ance,ambuler,V,TRUE,UNKNOWN,ɑ̃s,ɑ̃byl,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.247009456157684,0.290240133263937
amen,m,a.mɛn,1.22,3.26,8192,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amerlo,f,a.mɛʁ.lo,0.47,0.1,40,nonconcat,apocope_with_appendix,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amibe,f,a.mib,0.2,0.4,2181,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amigo,m,a.mi.go,1.08,6.91,322,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ammoniac,m,a.mO.njak,0.14,0.28,4216,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ammoniaque,f,a.mO.njak,0.27,0.4,3174,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amoncellement,m,a.mɔ̃.sɛ.lə.mɑ̃,6.08,0.07,2800,suffix,suffix,a,0,0,ment,ment,amonceler,V,TRUE,amɔ̃sɛl,əmɑ̃,amɔ̃sɛl,0,_~_əmɑ̃,114,0.678571428571429,0.649155616760254,0.600477044534416
amontillado,m,a.mɔ̃.ti.ja.do,0.14,0.29,56,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amour-propre,m,a.muʁ.pʁɔpʁ,6.89,2.54,6079,polylexical,native_compound,0,NOUN-ADJ,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amourette,f,a.mu.ʁɛt,1.15,0.66,1971,suffix,suffix,0,0,0,ette,et,amour,N,TRUE,amuʁ,ɛt,amuʁ,0,_~_ɛt,46,0.836363636363636,0.507579684257507,0.31086941342686
ampli,m,ɑ̃.pli,1.15,0.98,40535,nonconcat,apocope,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amplificateur,m,ɑ̃.pli.fi.ka.tœʁ,0.2,0.29,11544,suffix,suffix,0,0,A,eurM,eurM2,amplifier,V,TRUE,ɑ̃plifik,atœʁ,ɑ̃plifik,0,_~_atœʁ,22,0.125,0.154335647821426,0.562449113008799
amputation,f,ɑ̃.py.ta.sjɔ̃,1.62,0.79,7763,suffix,suffix,0,0,0,ion,ion,amputer,V,TRUE,ɑ̃pyt,asjɔ̃,ɑ̃pyt,0,_~_asjɔ̃,83,0.597122302158273,0.516709625720978,0.731079563682624
amusette,f,a.my.zɛt,1.15,0.03,267,suffix,suffix,0,0,0,ette,et,amuser,V,TRUE,amyz,ɛt,amyz,0,_~_ɛt,46,0.836363636363636,0.268165022134781,0.410989330514688
amuseur,m,a.my.zœʁ,0.34,0.24,1841,suffix,suffix,0,0,0,eurM,eurM1,amuser,V,TRUE,amyz,œʁ,amyz,0,_~_œʁ,134,0.761363636363636,0.287900328636169,0.58969127033939
an,m,ɑ̃,685.81,866.58,5445272,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
analyse,f,a.na.liz,12.43,23.26,886611,polylexical,neoclassical_compound,0,neoclassical,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
analyste,m,a.na.list,1.08,2.44,72664,suffix,suffix,0,neoclassical,0,iste,iste,analyse,N,TRUE,analiz,ist,anal,2,_z~_st,1,0.010752688172043,0.423713743686676,0.52132932274102
anar,f,a.naʁ,0.74,0.01,2877,nonconcat,apocope,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anar,m,a.naʁ,0.74,0.01,2877,nonconcat,apocope,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anarchie,f,a.naʁ.ʃi,4.8,4.18,18265,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anarchiste,m,a.naʁ.ʃist,4.46,2.02,17102,suffix,suffix,0,0,A,iste,iste,anarchie,N,TRUE,anaʁʃ,ist,anaʁʃ,0,_~_ist,53,0.56989247311828,0.540195643901825,0.574089499745021
ancre,f,ɑ̃kʁ,5.81,4.75,17109,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
andalou,m,ɑ̃.da.lu,1.69,0.17,1232,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
andouille,f,ɑ̃.duj,6.28,6.94,4657,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ânesse,f,a.nɛs,0.41,0.9,3046,suffix,suffix,0,0,0,esse,esse,âne,N,TRUE,an,ɛs,an,0,_~_ɛs,8,0.8,0.675974607467651,0.302089505405783
aneth,m,a.nɛt,0.61,0.07,3571,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
angine,f,ɑ̃.ʒin,2.57,1.39,6732,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anglais,m,ɑ̃.glɛ,79.53,51.01,19666,suffix,suffix,0,0,A,ais,ais,Angleterre,NP,TRUE,UNKNOWN,ɛ,ɑ̃gl,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
angle,m,ɑ̃gl,57.64,13.29,182725,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
angliche,f,ɑ̃.gliʃ,0.41,0.44,240,nonconcat,apocope_with_appendix,0,0,A,iche,Vche,anglais,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
angoissée,f,ɑ̃.gwa.se,1.22,0.16,0,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
angon,m,ɑ̃.gɔ̃,0.41,0,70,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anguille,f,ɑ̃.gij,3.31,4.32,10069,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anicroche,f,a.ni.kʁɔʃ,0.74,0.12,1462,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ânier,m,a.nje,0.54,0,311,suffix,suffix,0,0,0,ier,ier,âne,N,TRUE,an,je,an,0,_~_je,49,0.6125,0.653005123138428,0.390637944244508
animal,m,a.ni.mal,82.64,80.5,550462,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
animateur,m,a.ni.ma.tœʁ,2.23,2.72,101126,suffix,suffix,0,0,A,eurM,eurM2,animer,V,TRUE,anim,atœʁ,anim,0,_~_atœʁ,22,0.125,0.506143867969513,0.64411470103694
animation,f,a.ni.ma.sjɔ̃,8.31,1.53,358298,suffix,suffix,0,0,0,ion,ion,animer,V,TRUE,anim,asjɔ̃,anim,0,_~_asjɔ̃,83,0.597122302158273,0.564896821975708,0.638660531194046
animatrice,f,a.ni.ma.tʁis,2.23,2.72,14887,suffix,suffix,0,0,0,rice,eurM2,animer,V,TRUE,anim,atʁis,anim,0,_~_atʁis,7,0.7,0.491793036460876,0.596036753028937
ankylose,f,ɑ̃.ki.loz,0.95,0.12,630,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annamite,m,a.na.mit,0.34,0,726,suffix,suffix,0,0,0,ite,ite,Annam,NP,TRUE,UNKNOWN,it,anam,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
année,f,a.ne,375.54,316.25,4809455,suffix,suffix,0,0,0,ée,ée,an,N,TRUE,ɑ̃,e,an,0,ɑ̃~ane,1,0.076923076923077,0.77481883764267,0.37592148120252
annexe,f,a.nɛks,2.97,1.36,153864,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anniversaire,m,a.ni.vɛʁ.sɛʁ,12.97,82.79,149826,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annonce,f,a.nɔ̃s,16.62,23.76,388577,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annulation,f,a.ny.la.sjɔ̃,0.88,2.46,70130,suffix,suffix,0,0,0,ion,ion,annuler,V,TRUE,anyl,asjɔ̃,anyl,0,_~_asjɔ̃,83,0.597122302158273,0.703118681907654,0.71718853428713
ânon,m,a.nɔ̃,0.47,0.17,1848,suffix,suffix,0,0,0,on,on,âne,N,TRUE,an,ɔ̃,an,0,_~_ɔ̃,39,0.609375,0.612565934658051,0.365142326077862
anorexique,f,a.nO.ʁE.ksik,0.14,0.25,1794,conversion,conversion-A,0,0,A,ique,ique,anorexie,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
anorexique,m,a.nO.ʁE.ksik,0.14,0.25,1794,conversion,conversion-A,0,0,A,ique,ique,anorexie,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
antagoniste,f,ɑ̃.ta.gO.nist,0.68,0.14,4819,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
antagoniste,m,ɑ̃.ta.gO.nist,0.68,0.14,4819,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
antan,m,ɑ̃.tɑ̃,4.86,1.53,19840,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anthropologue,f,ɑ̃.tʁO.pO.lɔg,0.2,1.46,18216,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anthropologue,m,ɑ̃.tʁO.pO.lɔg,0.2,1.46,18216,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anti-gang,m,ɑ̃.ti.gɑ̃g,0,0.33,102,conversion,conversion-A,anti,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anti-vol,m,ɑ̃.ti.vɔl,0.27,0.36,740,prefix,prefix,anti,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anticipation,f,ɑ̃.ti.si.pa.sjɔ̃,2.23,0.63,44231,suffix,suffix,0,0,0,ion,ion,anticiper,V,TRUE,ɑ̃tisip,asjɔ̃,ɑ̃tisip,0,_~_asjɔ̃,83,0.597122302158273,0.580434441566467,0.462782881715706
antigène,m,ɑ̃.ti.ʒɛn,0.34,0.28,10975,prefix,prefix,anti,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
antipathie,f,ɑ̃.ti.pa.ti,1.82,0.71,3198,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
antipode,m,ɑ̃.ti.pɔd,2.43,1.21,10747,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
antiquaire,f,ɑ̃.ti.kɛʁ,7.03,2.33,7748,suffix,suffix,0,0,0,aire,aire,antiquité,N,TRUE,ɑ̃tik,ɛʁ,ɑ̃tik,0,_~_ɛʁ,10,0.303030303030303,0.509117841720581,0.299880930911619
antique,m,ɑ̃.tik,3.24,0.37,1386,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
antre,m,ɑ̃tʁ,4.66,2.96,10887,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anxieux,m,ɑ̃.ksjø,0.34,0.49,0,conversion,conversion-A,0,0,A,eux,eux,anxiété,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
apaisement,m,a.pɛ.zə.mɑ̃,7.23,0.47,15931,suffix,suffix,a,0,0,ment,ment,apaiser,V,TRUE,apEz,əmɑ̃,apɛz,0,_E_~_ɛ_əmɑ̃,9,0.053571428571429,0.632958650588989,0.691336970170848
aparté,m,a.paʁ.te,1.69,0.24,5628,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apartheid,m,a.paʁ.tɛd,0.07,0.53,14513,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aphrodisiaque,m,a.fʁO.di.zjak,0.27,1.27,0,conversion,conversion-A,0,0,A,aque,aque,Aphrodite,NP,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
aplanissement,m,a.pla.ni.sə.mɑ̃,0.34,0.01,365,suffix,suffix,a,0,0,ment,ment,aplanir,V,TRUE,aplanis,əmɑ̃,aplanis,0,_~_əmɑ̃,114,0.678571428571429,0.627394556999207,0.484199744125413
apôtre,m,a.potʁ,6.28,2.89,102138,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apparatchik,m,a.pa.ʁa.tʃik,0.34,0.01,3362,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appareil,m,a.pa.ʁɛj,44.66,51.53,542290,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apparence,f,a.pa.ʁɑ̃s,48.51,17.64,149894,suffix,suffix,a,0,0,ence,ence,apparaitre,V,TRUE,UNKNOWN,ɑ̃s,apaʁ,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
apparition,f,a.pa.ʁi.sjɔ̃,32.64,8.02,218193,suffix,suffix,a,0,0,ion,ion,apparaître,V,TRUE,apaʁEs,jɔ̃,apaʁis,1,_E_~_i_jɔ̃,1,0.007194244604317,0.409491419792175,0.518022880345461
appart,m,a.paʁt,2.03,18.07,25087,nonconcat,apocope,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appartement,m,a.paʁ.tə.mɑ̃,99.26,76.33,331735,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appât,m,a.pa,3.92,6.74,14125,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appel,m,a.pɛl,73.45,100.18,977462,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appelant,m,a.pə.lɑ̃,0.54,0.42,22439,suffix,suffix,0,0,A,ant,ant,appeler,V,TRUE,apəl,ɑ̃,apəl,0,_~_ɑ̃,38,1,-0.129680663347244,0.713947441713759
appelé,m,a.pə.le,3.65,3.39,8862,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appendice,m,a.pɛ̃.dis,1.96,1.59,13340,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
applique,f,a.plik,1.35,0.21,4862,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appoint,m,a.pwɛ̃,1.76,0.35,17954,conversion,conversion-V0,a,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appointement,m,a.pwɛ̃.tə.mɑ̃,0.74,0.03,1645,suffix,suffix,a,0,0,ment,ment,appointer,V,TRUE,apwɛ̃t,əmɑ̃,apwɛ̃t,0,_~_əmɑ̃,114,0.678571428571429,0.278817474842072,0.370534731882803
apprenant,m,a.pʁə.nɑ̃,0.2,0.16,38803,suffix,suffix,0,0,0,ant,ant,apprendre,V,TRUE,apʁən,ɑ̃,apʁən,0,_~_ɑ̃,38,1,0.216422736644745,0.610425952498607
apprentissage,m,a.pʁɑ̃.ti.saʒ,10.47,1.86,412533,suffix,suffix,0,0,0,age,age,apprendre,V,TRUE,apʁən,aʒ,apʁɑ̃tis,4,_ən~_ɑ̃tisaʒ,1,0.011494252873563,0.225606426596642,0.635802235859464
approvisionnement,m,a.pʁO.vi.zjɔ.nə.mɑ̃,2.57,2.07,89234,suffix,suffix,a,0,0,ment,ment,approvisionner,V,TRUE,apʁOvizjOn,əmɑ̃,apʁOvizjɔn,0,_O_~_ɔ_əmɑ̃,27,0.160714285714286,0.49201837182045,0.729656924459864
appui,m,a.pɥi,30.81,8.81,238530,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
âpreté,f,a.pʁə.te,2.77,0.04,2831,suffix,suffix,0,0,0,té,ité,âpre,A,TRUE,apʁ,əte,apʁ,0,_~_əte,6,0.6,0.572905421257019,0.66115675678667
aquarelle,f,a.kwa.ʁɛl,8.85,0.23,23047,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aquavit,m,a.kwa.vit,0.14,0.18,172,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aqueduc,m,a.kə.dyk,1.15,0.44,8352,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ara,m,a.ʁa,0.54,0.85,4738,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arabe,m,a.ʁab,32.64,13.62,73193,simplex,native_simplex,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arabica,m,a.ʁa.bi.ka,0.27,0.16,1969,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arachnide,m,a.ʁa.knid,0,0.39,340,suffix,suffix,0,0,0,ide,ide,arachn-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
araucaria,m,a.ʁO.ka.ʁja,0.54,0.01,716,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arbitrage,m,aʁ.bi.tʁaʒ,0.88,0.52,61128,suffix,suffix,0,0,V0,age,age,arbitrer,V,TRUE,aʁbitʁ,aʒ,aʁbitʁ,0,_~_aʒ,74,0.850574712643678,0.581441044807434,0.69309746389071
