lemma,gen,phon,freq_lex_books,freq_lex_subtitles,freq_frcow,last_process_broad,last_process_narrow,prefix,compound,conversion,suffix,suffix_broad,sfx_base,sfx_base_pos,autonomous_base,base_stem_phon,sfx_allomorph,der_stem_phon,edit_distance,pattern,pattern_tf,pattern_rel_tf,base_der_sim,offset_sim
stimulateur,m,sti.my.la.tœʁ,0,0.42,2468,suffix,suffix,0,0,A,eurM,eurM2,stimuler,V,TRUE,stimyl,atœʁ,stimyl,0,_~_atœʁ,22,0.125,0.33853942155838,0.47786989726593
stock,m,stɔk,7.91,5.66,156458,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stock-car,m,stɔk.kaʁ,0.14,0.19,254,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stop,m,stɔp,6.76,44.5,60021,simplex,borrowing,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stout,m,stut,0.14,0.45,1380,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strabisme,m,stʁa.bizm,0.95,0.02,2704,suffix,suffix,0,0,0,isme,isme,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strangulation,f,stʁɑ̃.gy.la.sjɔ̃,0.68,1.28,1195,suffix,suffix,0,0,0,ion,ion,stranguler,V,TRUE,stʁɑ̃gyl,asjɔ̃,stʁɑ̃gyl,0,_~_asjɔ̃,83,0.597122302158273,0.373754739761353,0.230590213359718
strass,m,stʁas,1.69,0.21,5627,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strasse,f,stʁas,0.2,0.39,591,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strate,f,stʁat,0.47,0.34,14865,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stress,m,stʁɛs,0.41,10.85,156314,simplex,borrowing,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stretch,m,stʁɛtʃ,0.2,0.29,837,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stridulation,f,stʁi.dy.la.sjɔ̃,0.27,0.16,326,suffix,suffix,0,0,0,ion,ion,striduler,V,TRUE,stʁidyl,asjɔ̃,stʁidyl,0,_~_asjɔ̃,83,0.597122302158273,0.868700265884399,0.213728490581184
strip-tease,m,stʁip.tiz,1.01,4.04,2965,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strip-teaseur,m,stʁip.ti.zœʁ,0.47,4.02,102,suffix,suffix,0,0,0,eurM,eurM1,strip-tease,N,TRUE,stʁiptiz,œʁ,stʁiptiz,0,_~_œʁ,134,0.761363636363636,0.612023174762726,0.022184036832655
striure,f,stʁi.jyʁ,0.41,0.05,188,suffix,suffix,0,0,0,ureF,ureF,strier,V,TRUE,stʁij,yʁ,stʁij,0,_~_yʁ,28,0.651162790697674,0.707585334777832,0.175163290111477
strudel,m,ʃtʁu.dœl,0.41,0.46,539,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strychnine,f,stʁi.knin,0.2,0.74,434,suffix,suffix,0,0,0,ine,ine,strychnos,N,TRUE,stʁiknos,in,stʁikn,2,_os~_in,1,0.083333333333333,0.726722955703735,0.198267649053249
studio,m,sty.djo,22.09,27.77,195587,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stupre,m,stypʁ,0.81,0.14,677,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
styliste,m,sti.list,0.54,1.34,12729,suffix,suffix,0,0,0,iste,iste,style,N,TRUE,stil,ist,stil,0,_~_ist,53,0.56989247311828,0.481495261192322,0.543687137156993
stylo-bille,m,sti.lO.bij,0.14,0.17,281,polylexical,native_compound,0,NOUN-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suaire,m,sɥɛʁ,2.64,0.3,3535,suffix,suffix,0,0,0,aire,aire,suer,V,TRUE,sɥ,ɛʁ,sɥ,0,_~_ɛʁ,10,0.303030303030303,0.064881667494774,0.022105322048287
suavité,f,sɥa.vi.te,1.55,0.02,2029,suffix,suffix,0,0,0,ité,ité,suave,A,TRUE,sɥav,ite,sɥav,0,_~_ite,32,0.581818181818182,0.76472544670105,0.582879747125794
subalterne,f,sy.bal.tɛʁn,1.49,0.42,2366,conversion,conversion-A,0,neoclassical,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subalterne,m,sy.bal.tɛʁn,1.49,0.42,2366,conversion,conversion-A,0,neoclassical,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subconscient,m,syp.kɔ̃.sjɑ̃,1.28,2.17,6161,conversion,conversion-A,0,neoclassical,A,ent,ent,subconscience,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
subdivision,f,syb.di.vi.zjɔ̃,0.47,0.16,12027,suffix,suffix,0,neoclassical,0,ion,ion,subdiviser,V,TRUE,UNKNOWN,jɔ̃,sybdiviz,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.466671288013458,0.590665348518696
submersible,m,sy.bmɛʁ.sibl,0.27,0.19,1066,conversion,conversion-A,0,0,A,ible,able,submerger,V,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
suborneur,m,sy.bɔʁ.nœʁ,0.41,0.01,142,suffix,suffix,0,0,A,eurM,eurM1,suborner,V,TRUE,sybɔʁn,œʁ,sybɔʁn,0,_~_œʁ,134,0.761363636363636,0.721601605415344,0.21362194102911
subsistance,f,sy.bzis.tɑ̃s,1.55,0.67,17963,suffix,suffix,0,0,0,ance,ance,substister,V,TRUE,UNKNOWN,ɑ̃s,sybzist,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
substantif,m,sy.pstɑ̃.tif,0.34,0.01,4253,conversion,conversion-A,0,0,A,if,if,substance,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
substitut,m,sy.psti.ty,2.7,2.37,22998,conversion,conversion-V13,0,0,V13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subterfuge,m,syp.tɛʁ.fyʒ,1.35,0.8,5130,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subversion,f,sy.bvɛʁ.sjɔ̃,0.95,0.66,9382,suffix,suffix,0,0,0,ion,ion,subvertir,V,TRUE,sybvɛʁtis,jɔ̃,sybvɛʁs,2,_ti_~__jɔ̃,1,0.007194244604317,0.621994733810425,0.610902891717301
suc,m,syk,3.18,0.61,7419,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
succion,f,sy.sjɔ̃,1.69,0.33,3694,suffix,suffix,0,0,0,ion,ion,sucer,V,TRUE,sys,jɔ̃,sys,0,_~_jɔ̃,9,0.064748201438849,0.477842479944229,0.591557435691378
succube,m,sy.kyb,0.34,0.46,1448,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
succulence,f,sy.ky.lɑ̃s,0.68,0.01,161,suffix,suffix,0,0,0,ence,ence,succulent,A,TRUE,sykyl,ɑ̃s,sykyl,0,_~_ɑ̃s,14,1,0.664814233779907,0.259232872445175
sucette,f,sy.sɛt,2.64,2.29,8919,suffix,suffix,0,0,0,ette,et,sucer,V,TRUE,sys,ɛt,sys,0,_~_ɛt,46,0.836363636363636,0.474556297063828,0.59218511946714
suceuse,f,sy.søz,0.54,2.88,723,suffix,suffix,0,0,0,euse,eurM1,sucer,V,TRUE,sys,øz,sys,0,_~_øz,31,0.96875,0.514270663261414,0.713052580152535
sucrerie,f,sy.kʁə.ʁi,3.58,2.82,8114,suffix,suffix,0,0,0,erie,erie,sucre,N,TRUE,sykʁ,əʁi,sykʁ,0,_~_əʁi,40,0.740740740740741,0.629295110702515,0.291682739293033
sucrier,m,sy.kʁi.je,1.15,0.58,602,suffix,suffix,0,0,A,ier,ier,sucre,N,TRUE,sykʁ,je,sykʁi,1,_~_ije,5,0.0625,0.469543039798737,0.546086346086635
sud,m,syd,28.38,23.95,263611,simplex,native_simplex,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sud-ouest,m,sy.dwɛst,3.51,2.1,41536,polylexical,native_compound,0,NOUN-NOUN,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suée,f,sɥe,1.96,0.35,797,conversion,conversion-V12,0,0,V12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sueur,f,sɥœʁ,60.34,11.71,35392,suffix,suffix,0,0,0,eurF,eurF,suer,V,TRUE,sɥ,œʁ,sɥ,0,_~_œʁ,11,0.846153846153846,0.474891513586044,0.444119388776185
suffragette,f,sy.fʁa.ʒɛt,0.27,0.2,803,suffix,suffix,0,0,0,ette,et,suffrage,N,TRUE,syfʁaʒ,ɛt,syfʁaʒ,0,_~_ɛt,46,0.836363636363636,0.273093938827515,-0.005229374575724
suicidaire,m,sɥi.si.dɛʁ,1.35,1.79,1752,conversion,conversion-A,0,neoclassical,A,aire,aire,suicide,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
suif,m,sɥif,2.03,0.96,1858,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suint,m,sɥɛ̃,0.88,0,219,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suintement,m,sɥɛ̃.tə.mɑ̃,0.81,0.12,1321,suffix,suffix,0,0,0,ment,ment,suinter,V,TRUE,sɥɛ̃t,əmɑ̃,sɥɛ̃t,0,_~_əmɑ̃,114,0.678571428571429,0.56050831079483,0.57764672825198
suisse,m,sɥis,3.38,1.42,51970,conversion,conversion-NP,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sulfate,m,syl.fat,0.68,0.46,8810,suffix,suffix,0,0,V0,ate,ate,sulf-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
sulfure,m,syl.fyʁ,0.68,0.15,4134,suffix,suffix,0,0,V0,ureM,ureM,sulf-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
sultan,m,syl.tɑ̃,7.09,1.75,19521,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sumo,m,sy.mo,0.07,0.88,2619,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sunlight,m,sœn.lajt,0.41,0.16,1086,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
super,m,sy.pɛʁ,2.77,73.26,29110,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
superman,m,sy.pɛʁ.man,0.2,1.52,14021,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
superstar,f,sy.pɛʁs.taʁ,0.41,1.82,6679,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
superstitieux,m,sy.pɛʁs.ti.sjø,0.47,0.21,545,conversion,conversion-A,0,0,A,eux,eux,superstition,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
superviseur,m,sy.pɛʁ.vi.zœʁ,0.07,1.99,17363,suffix,suffix,super,0,0,eurM,eurM1,superviser,V,TRUE,sypɛʁviz,œʁ,sypɛʁviz,0,_~_œʁ,134,0.761363636363636,0.57336813211441,0.571203635005114
supplice,m,sy.plis,13.38,3.77,22580,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
supplique,f,sy.plik,1.08,0.28,3452,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
supputation,f,sy.py.ta.sjɔ̃,0.95,0.03,2726,suffix,suffix,0,0,0,ion,ion,supputer,V,TRUE,sypyt,asjɔ̃,sypyt,0,_~_asjɔ̃,83,0.597122302158273,0.464298993349075,0.490173294375614
surdouée,f,syʁ.du.e,1.08,1,400,conversion,conversion-A,sur,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
surenchère,f,sy.ʁɑ̃.ʃɛʁ,2.91,0.65,14513,conversion,conversion-V0,sur,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
surface,f,syʁ.fas,57.09,22.7,538112,prefix,prefix,sur,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
surfeur,m,sœʁ.fœʁ,0,1.96,6893,suffix,suffix,0,0,0,eurM,eurM1,surfer,V,TRUE,sœʁf,œʁ,sœʁf,0,_~_œʁ,134,0.761363636363636,0.487190544605255,0.51972893988499
surgissement,m,syʁ.ʒi.sə.mɑ̃,1.01,0,4187,suffix,suffix,0,0,0,ment,ment,surgir,V,TRUE,syʁʒis,əmɑ̃,syʁʒis,0,_~_əmɑ̃,114,0.678571428571429,0.636252522468567,0.569090414518944
surhomme,m,sy.ʁɔm,1.08,1.11,4448,prefix,prefix,sur,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
surin,m,sy.ʁɛ̃,3.99,0.66,1291,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
surmenage,m,syʁ.mə.naʒ,0.61,0.63,3411,suffix,suffix,sur,0,0,age,age,surmener,V,TRUE,syʁmən,aʒ,syʁmən,0,_~_aʒ,74,0.850574712643678,0.539810359477997,0.513194113444732
surnombre,m,syʁ.nɔ̃bʁ,0.68,0.3,5205,prefix,prefix,sur,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suroît,m,sy.ʁwa,0.61,0.03,682,polylexical,native_compound,0,NOUN-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
survêtement,m,syʁ.vɛ.tə.mɑ̃,2.77,0.65,2759,prefix,prefix,sur,0,0,ment,ment,vêtir,V,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
survivant,m,syʁ.vi.vɑ̃,7.77,12.8,38692,suffix,suffix,sur,0,A,ant,ant,survivre,V,TRUE,syʁviv,ɑ̃,syʁviv,0,_~_ɑ̃,38,1,0.413740634918213,0.656962963440181
sushi,m,su.ʃi,0,2.03,13706,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suspect,m,sys.pɛ,3.65,32.45,26270,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suspens,m,sys.pɑ̃,7.43,1.44,23842,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suzeraine,f,sy.zə.ʁɛn,0.68,0.2,101,simplex,native_simplex,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
swahili,m,swa.i.li,0.54,0,1317,simplex,borrowing,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syllabe,f,si.lab,11.28,1.52,19426,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sylvie,f,sil.vi,2.09,0,3356,suffix,suffix,0,0,0,ie,ie,sylv-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
symbole,m,sɛ̃.bɔl,18.92,14.95,204001,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sympathie,f,sɛ̃.pa.ti,26.15,7.68,47416,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
symptôme,m,sɛ̃p.tom,4.39,11.64,144446,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
synapse,f,si.naps,0.34,0.7,5599,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syndrome,m,sɛ̃.dʁom,0.81,5.47,86547,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
synthèse,f,sɛ̃.tɛz,1.96,1.63,197730,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tabac,m,ta.ba,41.89,16,121244,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tabassage,m,ta.ba.saʒ,0.27,0.07,1091,suffix,suffix,0,0,0,age,age,tabasser,V,TRUE,tabas,aʒ,tabas,0,_~_aʒ,74,0.850574712643678,0.603305459022522,0.628982083729447
tableau,m,ta.blo,90,50.11,516335,suffix,suffix,0,0,V0,eau,eau,table,N,TRUE,tabl,o,tabl,0,_~_o,12,0.6,0.453292369842529,0.213052110709445
tablier,m,ta.bli.je,30.34,4.98,16691,suffix,suffix,0,0,0,ier,ier,table,N,TRUE,tabl,je,tabli,1,_~_ije,5,0.0625,0.501463413238525,0.1248870721233
tabou,m,ta.bu,3.11,1.18,32143,simplex,native_simplex,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tachycardie,f,ta.ki.kaʁ.di,0.61,0.82,3362,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tacticienne,f,tak.ti.sjɛn,0.41,0.36,212,suffix,suffix,0,0,0,ienne,ien,tactique,N,TRUE,taktik,jɛn,taktis,1,_k~_sjɛn,2,1,0.464761525392532,0.719339465080999
tactique,f,tak.tik,6.69,5.31,37762,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taenia,m,tE.nja,0.68,0,276,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taf,m,taf,0.54,1.05,16808,polylexical,acronym,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taffetas,m,ta.fə.ta,1.76,0.17,1488,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tahitien,m,ta.i.sjɛ̃,0.34,0.08,1621,suffix,suffix,0,0,A,ien,ien,Tahiti,NP,TRUE,UNKNOWN,jɛ̃,tais,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
taillade,f,ta.jad,0,0.3,478,suffix,suffix,0,0,V0,ade,ade,tailler,V,TRUE,taj,ad,taj,0,_~_ad,13,0.928571428571429,0.158368915319443,0.731954182294895
taillis,m,ta.ji,15,0.34,4574,suffix,suffix,0,0,0,is,is,tailler,V,TRUE,taj,i,taj,0,_~_i,9,0.9,0.296499490737915,0.702061749612197
talbin,m,tal.bɛ̃,1.49,0.05,82,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taleth,m,ta.lɛt,0.27,0.03,19,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taliban,m,ta.li.bɑ̃,0,1.81,25470,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
talmudiste,m,tal.my.dist,0.34,0.14,658,suffix,suffix,0,0,0,iste,iste,talmud,N,TRUE,UNKNOWN,ist,talmyd,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.683889627456665,0.346793234357728
talus,m,ta.ly,19.53,0.69,10366,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tam-tam,m,tam.tam,3.45,1.06,2636,nonconcat,reduplication,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tamaris,m,ta.ma.ʁis,0.61,0.01,2036,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tambourin,m,tɑ̃.bu.ʁɛ̃,1.08,0.56,3582,suffix,suffix,0,0,0,in,in,tambour,N,TRUE,tɑ̃buʁ,ɛ̃,tɑ̃buʁ,0,_~_ɛ̃,6,0.666666666666667,0.711451828479767,0.246957634801761
tangage,m,tɑ̃.gaʒ,1.08,0.24,2153,suffix,suffix,0,0,0,age,age,tanguer,V,TRUE,tɑ̃g,aʒ,tɑ̃g,0,_~_aʒ,74,0.850574712643678,0.524829208850861,0.606607479351581
tangente,f,tɑ̃.ʒɑ̃t,1.15,0.35,1,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tanière,f,ta.njɛʁ,4.8,2.06,3981,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tank,m,tɑ̃k,4.86,8.41,25537,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tannée,f,ta.ne,0.27,0.18,298,suffix,suffix,0,0,0,ée,ée,tan,N,TRUE,tɑ̃,e,tan,0,_ɑ̃~_ane,1,0.076923076923077,0.217174887657166,0.289511376605497
tannerie,f,ta.nə.ʁi,0.34,0.04,3370,suffix,suffix,0,0,0,erie,erie,tanner,V,TRUE,tan,əʁi,tan,0,_~_əʁi,40,0.740740740740741,0.214355170726776,0.604360389356459
tanneur,m,ta.nœʁ,1.15,0.31,3160,suffix,suffix,0,0,0,eurM,eurM1,tanner,V,TRUE,tan,œʁ,tan,0,_~_œʁ,134,0.761363636363636,0.257890045642853,0.4336506089501
tantinet,m,tɑ̃.ti.nɛ,1.55,1.02,8516,suffix,suffix,0,0,0,et,et,tantin,N,TRUE,UNKNOWN,ɛ,tɑ̃tin,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
tantrisme,m,tɑ̃.tʁizm,0.34,0.17,1374,suffix,suffix,0,0,0,isme,isme,tantra,N,TRUE,tɑ̃tʁa,izm,tɑ̃tʁ,1,_a~_izm,1,0.03030303030303,0.823924660682678,0.169906441165994
tapage,m,ta.paʒ,6.08,1.53,7073,suffix,suffix,0,0,V0,age,age,taper,V,TRUE,tap,aʒ,tap,0,_~_aʒ,74,0.850574712643678,0.069943442940712,0.598040271457981
tape-cul,m,tap.ky,0.41,0.04,283,polylexical,native_compound,0,VERB-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tapée,f,ta.pe,0.41,0.03,192,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tapin,m,ta.pɛ̃,5.41,2.31,826,suffix,suffix,0,0,V0,in,in,taper,V,TRUE,tap,ɛ̃,tap,0,_~_ɛ̃,6,0.666666666666667,0.173815816640854,0.600372745596427
tapissière,f,ta.pi.sjɛʁ,1.69,0.32,85,suffix,suffix,0,0,0,ière,ier,tapis,N,TRUE,tapi,jɛʁ,tapis,1,_~_sjɛʁ,1,0.03448275862069,0.273966133594513,0.631376758706375
tapotement,m,ta.pɔ.tə.mɑ̃,1.22,0.07,713,suffix,suffix,0,0,0,ment,ment,tapoter,V,TRUE,tapOt,əmɑ̃,tapɔt,0,_O_~_ɔ_əmɑ̃,27,0.160714285714286,0.548085153102875,0.603417348586665
taraud,m,ta.ʁo,0.34,0,831,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tard,m,taʁ,18.38,34.1,0,conversion,conversion-ADV,0,0,ADV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tarentule,f,ta.ʁɑ̃.tyl,0.41,0.32,1365,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
targette,f,taʁ.ʒɛt,1.01,0,252,suffix,suffix,0,0,0,ette,et,targe,N,TRUE,taʁʒ,ɛt,taʁʒ,0,_~_ɛt,46,0.836363636363636,0.40672168135643,0.034533220748123
tarin,m,ta.ʁɛ̃,2.91,0.1,877,suffix,suffix,0,0,0,in,in,tar,N,TRUE,UNKNOWN,ɛ̃,taʁ,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.085671633481979,0.140938114051629
tartan,m,taʁ.tɑ̃,0.27,0.51,1386,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tartane,f,taʁ.tan,0.27,0.51,350,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tartare,m,taʁ.taʁ,1.76,0.94,5785,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tarte,f,taʁt,10.34,13.04,33827,simplex,native_simplex,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tarzan,m,taʁ.zɑ̃,0.2,0.16,563,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tasse,f,tas,34.12,21.89,44290,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tâtonnement,m,ta.tɔ.nə.mɑ̃,2.03,0.12,6605,suffix,suffix,0,0,0,ment,ment,tâtoner,V,TRUE,UNKNOWN,əmɑ̃,tatɔn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
tatou,m,ta.tu,0.27,0.51,1335,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tatoueur,m,ta.twœʁ,1.01,0.37,2450,suffix,suffix,0,0,0,eurM,eurM1,tatouer,V,TRUE,tatw,œʁ,tatw,0,_~_œʁ,134,0.761363636363636,0.410052180290222,0.51513078498429
tatoueuse,f,ta.twøz,1.01,0.37,157,suffix,suffix,0,0,0,euse,eurM1,tatouer,V,TRUE,tatw,øz,tatw,0,_~_øz,31,0.96875,0.449305415153503,0.410948876387745
taudis,m,to.di,3.24,4.17,3839,suffix,suffix,0,0,0,is,is,tauder,V,TRUE,UNKNOWN,i,tod,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.003860108554363,0.157721278162211
taulard,m,to.laʁ,2.03,1.78,795,suffix,suffix,0,0,0,ard,ard,taule,N,TRUE,tol,aʁ,tol,0,_~_aʁ,16,0.727272727272727,0.510910511016846,0.441047241847696
